"id","b_bpurp_1","b_bpurp_2","b_bpurp_3","b_bpurp_4","fu1_bpurp_1","fu1_bpurp_2","fu1_bpurp_3","fu1_bpurp_4","fu2_bpurp_1","fu2_bpurp_2","fu2_bpurp_3","fu2_bpurp_4","b_pilea_eng_1","b_pilea_eng_2","b_pilea_eng_3","b_pilea_bey_4","b_pilea_bey_5","b_pilea_bey_6","fu1_pilea_eng_1","fu1_pilea_eng_2","fu1_pilea_eng_3","fu1_pilea_bey_4","fu1_pilea_bey_5","fu1_pilea_bey_6","fu2_pilea_eng_1","fu2_pilea_eng_2","fu2_pilea_eng_3","fu2_pilea_bey_4","fu2_pilea_bey_5","fu2_pilea_bey_6","b_shs_gh_a","b_shs_rh_a","b_shs_ch_a","b_shs_ch_b_r","fu1_shs_gh_a","fu1_shs_rh_a","fu1_shs_ch_a","fu1_shs_ch_fu1_r","fu2_shs_gh_a","fu2_shs_rh_a","fu2_shs_ch_a","fu2_shs_ch_b_r","b_purpose_pomp","fu1_purpose_pomp","fu2_purpose_pomp","b_pilea_pomp","b_pilea_eng_pomp","b_pilea_bey_pomp","fu1_pilea_pomp","fu1_pilea_eng_pomp","fu1_pilea_bey_pomp","fu2_pilea_pomp","fu2_pilea_eng_pomp","fu2_pilea_bey_pomp","b_happiness_pomp","fu1_happiness_pomp","fu2_happiness_pomp","b_gshs_path_pomp","b_gshs_agen_pomp","fu1_gshs_path_pomp","fu1_gshs_agen_pomp","fu2_gshs_path_pomp","fu2_gshs_agen_pomp","b_self_control_pomp","b_autonomy_pomp","b_competence_pomp","b_relatedness_pomp","fu1_autonomy_pomp","fu1_competence_pomp","fu1_relatedness_pomp","fu2_autonomy_pomp","fu2_competence_pomp","fu2_relatedness_pomp","b_distress_intolerance_pomp","b_experiential_avoidance_pomp","b_implicit_beliefs_emotions_pomp","b_vali_con_pomp","b_vali_trad_pomp","b_vali_ben_pomp","b_vali_univ_pomp","b_vali_sd_pomp","b_vali_stim_pomp","b_vali_hed_pomp","b_vali_ach_pomp","b_vali_pow_pomp","b_vali_sec_pomp","b_valc_con_pomp","b_valc_trad_pomp","b_valc_ben_pomp","b_valc_univ_pomp","b_valc_sd_pomp","b_valc_stim_pomp","b_valc_hed_pomp","b_valc_ach_pomp","b_valc_pow_pomp","b_valc_sec_pomp","fu1_vali_con_pomp","fu1_vali_trad_pomp","fu1_vali_ben_pomp","fu1_vali_univ_pomp","fu1_vali_sd_pomp","fu1_vali_stim_pomp","fu1_vali_hed_pomp","fu1_vali_ach_pomp","fu1_vali_pow_pomp","fu1_vali_sec_pomp","fu1_valc_con_pomp","fu1_valc_trad_pomp","fu1_valc_ben_pomp","fu1_valc_univ_pomp","fu1_valc_sd_pomp","fu1_valc_stim_pomp","fu1_valc_hed_pomp","fu1_valc_ach_pomp","fu1_valc_pow_pomp","fu1_valc_sec_pomp","fu2_vali_con_pomp","fu2_vali_trad_pomp","fu2_vali_ben_pomp","fu2_vali_univ_pomp","fu2_vali_sd_pomp","fu2_vali_stim_pomp","fu2_vali_hed_pomp","fu2_vali_ach_pomp","fu2_vali_pow_pomp","fu2_vali_sec_pomp","fu2_valc_con_pomp","fu2_valc_trad_pomp","fu2_valc_ben_pomp","fu2_valc_univ_pomp","fu2_valc_sd_pomp","fu2_valc_stim_pomp","fu2_valc_hed_pomp","fu2_valc_ach_pomp","fu2_valc_pow_pomp","fu2_valc_sec_pomp","b_stress_tolerance_pomp","fu1_stress_tolerance_pomp","fu2_stress_tolerance_pomp","b_bpurp_mean_POMP","fu1_bpurp_mean_POMP","fu2_bpurp_mean_POMP","fu1_pilea_mean_POMP","b_shs_mean_POMP","fu1_shs_mean_POMP","fu2_shs_mean_POMP","fu1_gshs_mean_POMP","fu1_gshs_path_mean_POMP","fu1_gshs_agen_mean_POMP","b_bmeaq_mean_POMP","fu1_vali_con_mean_POMP","fu1_vali_trad_mean_POMP","fu1_vali_ben_mean_POMP","fu1_vali_univ_mean_POMP","fu1_vali_sd_mean_POMP","fu1_vali_stim_mean_POMP","fu1_vali_hed_mean_POMP","fu1_vali_ach_mean_POMP","fu1_vali_pow_mean_POMP","fu1_vali_sec_mean_POMP","b_bmpns_A_tot_POMP","b_bmpns_C_tot_POMP","b_bmpns_R_tot_POMP","fu1_bmpns_A_tot_POMP","fu1_bmpns_C_tot_POMP","fu1_bmpns_R_tot_POMP","b_gshs_mean_pomp","fu1_gshs_mean_pomp","fu2_gshs_mean_pomp"
281,3,3,3,3,3,3,3,3,NA,NA,NA,NA,3,2,3,4,4,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,3,3,5,4,4,4,5,NA,NA,NA,NA,75,75,NA,83.3333333333332,66.6666666666668,100,95.8333333333332,91.6666666666668,100,NA,NA,NA,62.5,66.6666666666667,1597.22222222222,85.7142857142857,85.7142857142857,90.4761904761904,95.2380952380953,NA,NA,73.3333333333333,95.8333333333332,95.8333333333332,83.3333333333332,87.5,100,83.3333333333332,NA,NA,NA,10,12.2222222222222,61.1111111111112,66.6666666666667,50,75,91.6666666666667,83.3333333333333,58.3333333333333,66.6666666666667,16.6666666666667,41.6666666666667,66.6666666666667,50,41.6666666666667,66.6666666666667,66.6666666666667,75,58.3333333333333,50,16.6666666666667,58.3333333333333,83.3333333333333,75,41.6666666666667,75,83.3333333333333,91.6666666666667,50,58.3333333333333,33.3333333333333,41.6666666666667,58.3333333333333,66.6666666666667,NA,100,NA,91.6666666666667,66.6666666666667,66.6666666666667,16.6666666666667,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,96.6666666666667,NA,75,75,NA,95.8333333333333,62.5,70.8333333333333,NA,92.8571428571429,90.4761904761905,95.2380952380952,12.2222222222222,75,41.6666666666667,75,83.3333333333333,91.6666666666667,50,58.3333333333333,33.3333333333333,41.6666666666667,58.3333333333333,95.8333333333333,95.8333333333333,83.3333333333333,87.5,100,83.3333333333333,85.7142857142857,92.8571428571429,NA
282,4,4,3,3,4,3,3,3,NA,NA,NA,NA,3,4,3,3,3,3,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,4,4,4,5,5,4,5,6,NA,NA,NA,NA,87.5,81.25,NA,79.1666666666668,83.3333333333332,75,83.3333333333332,83.3333333333332,83.3333333333332,NA,NA,NA,70.8333333333333,50,1388.88888888889,71.4285714285714,80.952380952381,76.1904761904761,76.1904761904761,NA,NA,80,54.1666666666667,58.3333333333333,75,66.6666666666668,70.8333333333332,79.1666666666668,NA,NA,NA,32,40,66.6666666666667,75,16.6666666666667,83.3333333333333,58.3333333333333,83.3333333333333,75,58.3333333333333,83.3333333333333,66.6666666666667,50,91.6666666666667,25,100,41.6666666666667,75,66.6666666666667,41.6666666666667,83.3333333333333,58.3333333333333,58.3333333333333,83.3333333333333,33.3333333333333,91.6666666666667,58.3333333333333,75,58.3333333333333,83.3333333333333,75,58.3333333333333,41.6666666666667,66.6666666666667,NA,75,NA,83.3333333333333,58.3333333333333,75,58.3333333333333,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,96.6666666666667,NA,87.5,81.25,NA,83.3333333333333,70.8333333333333,83.3333333333333,NA,76.1904761904762,76.1904761904762,76.1904761904762,40,83.3333333333333,33.3333333333333,91.6666666666667,58.3333333333333,75,58.3333333333333,83.3333333333333,75,58.3333333333333,41.6666666666667,54.1666666666667,58.3333333333333,75,66.6666666666667,70.8333333333333,79.1666666666667,76.1904761904761,76.1904761904761,NA
283,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,5,5,4,1,4,3,3,4,NA,NA,NA,NA,100,100,NA,100,100,100,100,100,100,NA,NA,NA,62.5,66.6666666666667,1666.66666666667,100,95.2380952380953,90.4761904761904,100,NA,NA,63.3333333333333,50,54.1666666666667,54.1666666666667,58.3333333333333,62.5,62.5,NA,NA,NA,28,34.4444444444445,66.6666666666667,100,100,100,100,91.6666666666667,91.6666666666667,100,75,41.6666666666667,91.6666666666667,91.6666666666667,100,100,100,83.3333333333333,100,100,83.3333333333333,50,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,66.6666666666667,75,83.3333333333333,NA,83.3333333333333,NA,66.6666666666667,75,66.6666666666667,50,58.3333333333333,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,60,NA,100,100,NA,100,62.5,58.3333333333333,NA,95.2380952380952,90.4761904761905,100,34.4444444444444,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,66.6666666666667,75,50,54.1666666666667,54.1666666666667,58.3333333333333,62.5,62.5,97.6190476190476,95.2380952380953,NA
284,2,2,2,2,3,3,3,3,NA,NA,NA,NA,3,3,3,4,4,4,3,3,3,4,4,2,NA,NA,NA,NA,NA,NA,5,5,6,6,5,4,4,6,NA,NA,NA,NA,50,75,NA,87.5,75,100,79.1666666666668,75,83.3333333333332,NA,NA,NA,91.6666666666667,50,1319.44444444445,100,100,100,95.2380952380953,NA,NA,66.6666666666667,66.6666666666668,70.8333333333332,70.8333333333332,45.8333333333333,79.1666666666668,54.1666666666667,NA,NA,NA,62,28.8888888888888,66.6666666666667,91.6666666666667,50,100,100,75,58.3333333333333,75,75,58.3333333333333,91.6666666666667,83.3333333333333,50,83.3333333333333,83.3333333333333,58.3333333333333,33.3333333333333,75,83.3333333333333,75,66.6666666666667,91.6666666666667,58.3333333333333,100,58.3333333333333,66.6666666666667,66.6666666666667,83.3333333333333,83.3333333333333,66.6666666666667,91.6666666666667,75,NA,91.6666666666667,NA,66.6666666666667,41.6666666666667,66.6666666666667,75,41.6666666666667,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3333333333333,76.6666666666667,NA,50,75,NA,79.1666666666667,91.6666666666667,79.1666666666667,NA,97.6190476190476,100,95.2380952380952,28.8888888888889,91.6666666666667,58.3333333333333,100,58.3333333333333,66.6666666666667,66.6666666666667,83.3333333333333,83.3333333333333,66.6666666666667,91.6666666666667,66.6666666666667,70.8333333333333,70.8333333333333,45.8333333333333,79.1666666666667,54.1666666666667,100,97.6190476190476,NA
285,4,4,4,2,4,4,4,3,NA,NA,NA,NA,3,4,4,4,4,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,6,5,6,6,5,6,5,5,NA,NA,NA,NA,87.5,93.75,NA,95.8333333333332,91.6666666666668,100,87.5,75,100,NA,NA,NA,95.8333333333333,50,1458.33333333333,100,100,66.6666666666667,90.4761904761904,NA,NA,46.6666666666667,58.3333333333333,70.8333333333332,87.5,33.3333333333333,45.8333333333333,54.1666666666667,NA,NA,NA,4,25.5555555555555,58.3333333333333,75,33.3333333333333,100,75,100,100,91.6666666666667,33.3333333333333,58.3333333333333,41.6666666666667,75,50,83.3333333333333,83.3333333333333,91.6666666666667,91.6666666666667,91.6666666666667,50,50,16.6666666666667,25,66.6666666666667,100,75,100,91.6666666666667,66.6666666666667,25,50,50,8.33333333333333,NA,66.6666666666667,NA,83.3333333333333,83.3333333333333,41.6666666666667,0,33.3333333333333,41.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3333333333333,106.666666666667,NA,87.5,93.75,NA,87.5,95.8333333333333,87.5,NA,78.5714285714286,66.6666666666667,90.4761904761905,25.5555555555556,25,66.6666666666667,100,75,100,91.6666666666667,66.6666666666667,25,50,50,58.3333333333333,70.8333333333333,87.5,33.3333333333333,45.8333333333333,54.1666666666667,100,78.5714285714286,NA
286,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,68.75,NA,NA,66.6666666666668,58.3333333333333,75,NA,NA,NA,NA,NA,NA,29.1666666666667,NA,NA,38.0952380952381,14.2857142857143,NA,NA,NA,NA,33.3333333333333,54.1666666666667,62.5,33.3333333333333,NA,NA,NA,NA,NA,NA,64,67.7777777777778,37.5,41.6666666666667,41.6666666666667,66.6666666666667,75,41.6666666666667,25,50,16.6666666666667,8.33333333333333,8.33333333333333,41.6666666666667,16.6666666666667,41.6666666666667,58.3333333333333,33.3333333333333,16.6666666666667,58.3333333333333,41.6666666666667,16.6666666666667,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6666666666667,NA,NA,68.75,NA,NA,NA,29.1666666666667,NA,NA,NA,NA,NA,67.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1666666666667,62.5,33.3333333333333,NA,NA,NA,26.1904761904761,NA,NA
287,3,3,3,2,3,3,3,3,NA,NA,NA,NA,4,3,3,3,3,4,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,5,4,4,5,5,5,5,NA,NA,NA,NA,68.75,75,NA,83.3333333333332,83.3333333333332,83.3333333333332,70.8333333333332,66.6666666666668,75,NA,NA,NA,70.8333333333333,50,1180.55555555555,90.4761904761904,85.7142857142857,90.4761904761904,90.4761904761904,NA,NA,43.3333333333333,50,41.6666666666667,45.8333333333333,70.8333333333332,54.1666666666667,62.5,NA,NA,NA,52,64.4444444444445,62.5,91.6666666666667,58.3333333333333,66.6666666666667,91.6666666666667,83.3333333333333,83.3333333333333,58.3333333333333,83.3333333333333,66.6666666666667,50,50,50,66.6666666666667,100,58.3333333333333,58.3333333333333,58.3333333333333,66.6666666666667,33.3333333333333,58.3333333333333,58.3333333333333,41.6666666666667,50,75,66.6666666666667,75,75,75,50,66.6666666666667,41.6666666666667,NA,50,NA,66.6666666666667,50,58.3333333333333,58.3333333333333,33.3333333333333,41.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3333333333333,NA,68.75,75,NA,70.8333333333333,70.8333333333333,83.3333333333333,NA,90.4761904761905,90.4761904761905,90.4761904761905,64.4444444444444,58.3333333333333,41.6666666666667,50,75,66.6666666666667,75,75,75,50,66.6666666666667,50,41.6666666666667,45.8333333333333,70.8333333333333,54.1666666666667,62.5,88.0952380952381,90.4761904761904,NA
288,3,2,3,3,2,2,2,2,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,4,4,4,2,3,3,3,2,NA,NA,NA,NA,68.75,50,NA,75,75,75,70.8333333333332,75,66.6666666666668,NA,NA,NA,58.3333333333333,50,1180.55555555555,71.4285714285714,80.952380952381,57.1428571428571,52.3809523809524,NA,NA,93.3333333333333,62.5,58.3333333333333,37.5,45.8333333333333,79.1666666666668,54.1666666666667,NA,NA,NA,42,47.7777777777778,58.3333333333333,41.6666666666667,33.3333333333333,50,58.3333333333333,66.6666666666667,41.6666666666667,58.3333333333333,58.3333333333333,33.3333333333333,75,50,50,50,50,50,50,50,50,50,50,50,41.6666666666667,58.3333333333333,58.3333333333333,66.6666666666667,33.3333333333333,41.6666666666667,58.3333333333333,75,66.6666666666667,50,NA,50,NA,58.3333333333333,33.3333333333333,33.3333333333333,50,58.3333333333333,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3333333333333,66.6666666666667,NA,68.75,50,NA,70.8333333333333,58.3333333333333,45.8333333333333,NA,54.7619047619048,57.1428571428571,52.3809523809524,47.7777777777778,50,41.6666666666667,58.3333333333333,58.3333333333333,66.6666666666667,33.3333333333333,41.6666666666667,58.3333333333333,75,66.6666666666667,62.5,58.3333333333333,37.5,45.8333333333333,79.1666666666667,54.1666666666667,76.1904761904761,54.7619047619047,NA
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8333333333333,37.5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3333333333333,25,33.3333333333333,50,25,33.3333333333333,50,8.33333333333333,8.33333333333333,33.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8333333333333,37.5,50,NA,NA,NA,NA,NA,NA
290,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,91.6666666666668,83.3333333333332,100,NA,NA,NA,NA,NA,NA,79.1666666666667,NA,NA,57.1428571428571,76.1904761904761,NA,NA,NA,NA,46.6666666666667,79.1666666666668,58.3333333333333,83.3333333333332,NA,NA,NA,NA,NA,NA,14,43.3333333333333,70.8333333333333,83.3333333333333,25,100,83.3333333333333,100,50,16.6666666666667,41.6666666666667,8.33333333333333,66.6666666666667,66.6666666666667,8.33333333333333,33.3333333333333,83.3333333333333,83.3333333333333,58.3333333333333,16.6666666666667,25,16.6666666666667,41.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3333333333333,NA,NA,75,NA,NA,NA,79.1666666666667,NA,NA,NA,NA,NA,43.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1666666666667,58.3333333333333,83.3333333333333,NA,NA,NA,66.6666666666667,NA,NA
291,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,83.3333333333332,66.6666666666668,100,NA,NA,NA,NA,NA,NA,50,NA,NA,76.1904761904761,57.1428571428571,NA,NA,NA,NA,53.3333333333333,50,45.8333333333333,54.1666666666667,NA,NA,NA,NA,NA,NA,42,37.7777777777778,41.6666666666667,33.3333333333333,33.3333333333333,66.6666666666667,50,50,41.6666666666667,50,33.3333333333333,33.3333333333333,66.6666666666667,50,33.3333333333333,83.3333333333333,41.6666666666667,33.3333333333333,25,33.3333333333333,33.3333333333333,33.3333333333333,83.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,50,NA,NA,NA,NA,NA,37.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,45.8333333333333,54.1666666666667,NA,NA,NA,66.6666666666667,NA,NA
292,3,3,3,3,NA,NA,NA,NA,4,4,4,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,5,5,6,6,NA,NA,NA,NA,5,5,6,3,75,NA,100,83.3333333333332,75,91.6666666666668,NA,NA,NA,83.3333333333332,75,91.6666666666668,91.6666666666667,NA,NA,95.2380952380953,85.7142857142857,NA,NA,100,100,86.6666666666667,58.3333333333333,62.5,83.3333333333332,NA,NA,NA,66.6666666666668,83.3333333333332,66.6666666666668,32,45.5555555555555,54.1666666666667,100,41.6666666666667,58.3333333333333,100,50,83.3333333333333,58.3333333333333,75,33.3333333333333,75,100,25,50,91.6666666666667,41.6666666666667,33.3333333333333,16.6666666666667,33.3333333333333,8.33333333333333,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6666666666667,83.3333333333333,66.6666666666667,100,66.6666666666667,58.3333333333333,58.3333333333333,75,58.3333333333333,66.6666666666667,83.3333333333333,66.6666666666667,58.3333333333333,91.6666666666667,58.3333333333333,25,41.6666666666667,75,66.6666666666667,66.6666666666667,73.3333333333333,NA,86.6666666666667,75,NA,100,NA,91.6666666666667,NA,79.1666666666667,NA,NA,NA,45.5555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3333333333333,62.5,83.3333333333333,NA,NA,NA,90.4761904761904,NA,100
293,4,4,4,3,3,4,4,3,NA,NA,NA,NA,2,3,4,2,4,4,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,3,3,5,1,4,3,5,1,NA,NA,NA,NA,93.75,87.5,NA,79.1666666666668,75,83.3333333333332,87.5,91.6666666666668,83.3333333333332,NA,NA,NA,50,66.6666666666667,1458.33333333333,90.4761904761904,90.4761904761904,85.7142857142857,85.7142857142857,NA,NA,66.6666666666667,62.5,50,41.6666666666667,79.1666666666668,62.5,66.6666666666668,NA,NA,NA,26,28.8888888888888,54.1666666666667,50,0,66.6666666666667,58.3333333333333,100,66.6666666666667,58.3333333333333,16.6666666666667,16.6666666666667,50,58.3333333333333,0,41.6666666666667,41.6666666666667,100,33.3333333333333,33.3333333333333,25,25,58.3333333333333,58.3333333333333,8.33333333333333,58.3333333333333,75,91.6666666666667,33.3333333333333,66.6666666666667,58.3333333333333,33.3333333333333,25,50,NA,33.3333333333333,NA,66.6666666666667,16.6666666666667,41.6666666666667,50,33.3333333333333,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6666666666667,73.3333333333333,NA,93.75,87.5,NA,87.5,50,54.1666666666667,NA,85.7142857142857,85.7142857142857,85.7142857142857,28.8888888888889,58.3333333333333,8.33333333333333,58.3333333333333,75,91.6666666666667,33.3333333333333,66.6666666666667,58.3333333333333,33.3333333333333,25,62.5,50,41.6666666666667,79.1666666666667,62.5,66.6666666666667,90.4761904761904,85.7142857142857,NA
294,3,3,3,3,3,3,3,2,NA,NA,NA,NA,4,4,4,2,3,3,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,5,4,5,6,5,4,5,4,NA,NA,NA,NA,75,68.75,NA,83.3333333333332,100,66.6666666666668,62.5,75,50,NA,NA,NA,83.3333333333333,50,1041.66666666667,85.7142857142857,90.4761904761904,76.1904761904761,80.952380952381,NA,NA,60,58.3333333333333,45.8333333333333,54.1666666666667,66.6666666666668,41.6666666666667,54.1666666666667,NA,NA,NA,12,27.7777777777778,61.1111111111112,58.3333333333333,58.3333333333333,66.6666666666667,75,83.3333333333333,66.6666666666667,58.3333333333333,25,8.33333333333333,58.3333333333333,58.3333333333333,58.3333333333333,25,41.6666666666667,58.3333333333333,50,50,33.3333333333333,41.6666666666667,41.6666666666667,50,58.3333333333333,50,66.6666666666667,83.3333333333333,50,75,33.3333333333333,16.6666666666667,41.6666666666667,41.6666666666667,NA,41.6666666666667,NA,75,58.3333333333333,83.3333333333333,50,50,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6666666666667,103.333333333333,NA,75,68.75,NA,62.5,83.3333333333333,75,NA,78.5714285714286,76.1904761904762,80.9523809523809,27.7777777777778,50,58.3333333333333,50,66.6666666666667,83.3333333333333,50,75,33.3333333333333,16.6666666666667,41.6666666666667,58.3333333333333,45.8333333333333,54.1666666666667,66.6666666666667,41.6666666666667,54.1666666666667,88.0952380952381,78.5714285714286,NA
295,3,3,2,3,3,3,3,3,NA,NA,NA,NA,3,4,3,2,2,1,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,4,4,5,2,4,4,3,3,NA,NA,NA,NA,68.75,75,NA,62.5,83.3333333333332,41.6666666666667,83.3333333333332,100,66.6666666666668,NA,NA,NA,62.5,66.6666666666667,1388.88888888889,52.3809523809524,42.8571428571429,42.8571428571429,76.1904761904761,NA,NA,66.6666666666667,62.5,62.5,62.5,50,70.8333333333332,75,NA,NA,NA,10,32.2222222222222,66.6666666666667,66.6666666666667,25,33.3333333333333,58.3333333333333,75,58.3333333333333,50,58.3333333333333,33.3333333333333,50,41.6666666666667,8.33333333333333,58.3333333333333,41.6666666666667,66.6666666666667,41.6666666666667,25,50,25,50,66.6666666666667,8.33333333333333,41.6666666666667,83.3333333333333,91.6666666666667,75,75,58.3333333333333,33.3333333333333,66.6666666666667,91.6666666666667,NA,66.6666666666667,NA,100,83.3333333333333,83.3333333333333,41.6666666666667,16.6666666666667,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,93.3333333333333,NA,68.75,75,NA,83.3333333333333,62.5,58.3333333333333,NA,59.5238095238095,42.8571428571429,76.1904761904762,32.2222222222222,66.6666666666667,8.33333333333333,41.6666666666667,83.3333333333333,91.6666666666667,75,75,58.3333333333333,33.3333333333333,66.6666666666667,62.5,62.5,62.5,50,70.8333333333333,75,47.6190476190476,59.5238095238096,NA
296,2,2,2,2,3,2,2,3,NA,NA,NA,NA,2,2,2,3,3,2,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,3,6,3,3,4,4,3,3,NA,NA,NA,NA,50,62.5,NA,58.3333333333333,50,66.6666666666668,66.6666666666668,75,58.3333333333333,NA,NA,NA,62.5,50,1111.11111111111,100,100,85.7142857142857,80.952380952381,NA,NA,96.6666666666667,50,95.8333333333332,66.6666666666668,62.5,83.3333333333332,75,NA,NA,NA,0,20,55.5555555555555,50,41.6666666666667,58.3333333333333,50,66.6666666666667,50,66.6666666666667,33.3333333333333,50,91.6666666666667,100,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,41.6666666666667,50,33.3333333333333,41.6666666666667,75,66.6666666666667,50,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,58.3333333333333,75,83.3333333333333,NA,83.3333333333333,NA,83.3333333333333,41.6666666666667,66.6666666666667,16.6666666666667,50,83.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,76.6666666666667,NA,50,62.5,NA,66.6666666666667,62.5,58.3333333333333,NA,83.3333333333333,85.7142857142857,80.9523809523809,20,66.6666666666667,50,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,58.3333333333333,75,50,95.8333333333333,66.6666666666667,62.5,83.3333333333333,75,100,83.3333333333333,NA
